field_ID,bee_species,sex,park,transect_ID,method,date,type,taxonomy_notes
ANTI 8,Halictus confusus,m,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
ANTI 8,Halictus confusus,m,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
ANTI 8,Halictus confusus,m,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
ANTI 8,Halictus confusus,m,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
CHOH 0,Halictus confusus,f,CHOH,T111,pan trap,7/13/2021,cool season-hay,NA
CHOH 9,Halictus confusus,f,CHOH,net,hand net,6/15/2021,cool season-hay,NA
MANA 0,Halictus confusus,m,MANA,net,hand net,7/26/2021,cool season-hay,NA
MANA 0,Halictus confusus,m,MANA,net,hand net,7/26/2021,cool season-hay,NA
MANA 0,Halictus confusus,f,MANA,net,hand net,7/26/2021,cool season-hay,NA
MANA 0,Halictus confusus,m,MANA,net,hand net,7/26/2021,cool season-hay,NA
MANA 0,Halictus confusus,f,MANA,net,hand net,7/26/2021,cool season-hay,NA
MANA 16,Halictus confusus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 57,Halictus confusus,f,MANA,T164,pan trap,6/30/2021,warm season-multi,NA
MONO 149,Halictus confusus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,NA
MONO 149,Halictus confusus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,NA
MONO 149,Halictus confusus,m,MONO,T72,pan trap,6/13/2022,warm season-multi,NA
MONO 56,Halictus confusus,f,MONO,T91,pan trap,6/24/2021,cool season-pasture,NA
MONO 56,Halictus confusus,m,MONO,T88,pan trap,8/12/2021,cool season-pasture,NA
MONO 56,Halictus confusus,m,MONO,T88,pan trap,8/12/2021,cool season-pasture,NA
MONO 56,Halictus confusus,f,MONO,T92,pan trap,8/12/2021,cool season-pasture,NA
MONO 58,Halictus confusus,f,MONO,T80,pan trap,6/24/2021,cool season-hay,NA
MONO 58,Halictus confusus,f,MONO,net,hand net,6/25/2021,cool season-hay,NA
MONO 77,Halictus confusus,m,MONO,T101,pan trap,6/13/2022,cool season-pasture,NA
MONO 77,Halictus confusus,f,MONO,T101,pan trap,6/13/2022,cool season-pasture,NA
MONO 94,Halictus confusus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Halictus confusus,f,MONO,net,hand net,7/5/2022,cool season-pasture,NA
MONO 94,Halictus confusus,f,MONO,net,hand net,7/5/2022,cool season-pasture,NA
ANTI 1,Halictus parallelus,f,ANTI,T40,pan trap,6/29/2021,cool season-pasture,NA
ANTI 32,Halictus parallelus,f,ANTI,T10,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Halictus parallelus,m,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 32,Halictus parallelus,f,ANTI,T12,pan trap,6/8/2022,warm season-multi,NA
ANTI 8,Halictus parallelus,f,ANTI,T45,pan trap,5/26/2022,cool season-pasture,NA
MANA 1,Halictus parallelus,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Halictus parallelus,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 49,Halictus parallelus,f,MANA,T156,pan trap,7/15/2021,warm season-multi,NA
MANA 49,Halictus parallelus,f,MANA,T151,pan trap,5/31/2022,warm season-multi,NA
MANA 57,Halictus parallelus,f,MANA,T164,pan trap,6/30/2021,warm season-multi,NA
MANA 61,Halictus parallelus,f,MANA,T204,pan trap,6/1/2021,warm season-multi,NA
MANA 61,Halictus parallelus,f,MANA,T205,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Halictus parallelus,m,MANA,net,hand net,6/28/2022,warm season-multi,NA
MANA 61,Halictus parallelus,m,MANA,net,hand net,6/28/2022,warm season-multi,NA
MONO 149,Halictus parallelus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,NA
ANTI 1,Halictus rubicundus,f,ANTI,T40,pan trap,6/29/2021,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,T43,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 1,Halictus rubicundus,f,ANTI,net,hand net,6/21/2022,cool season-pasture,NA
ANTI 10,Halictus rubicundus,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 12,Halictus rubicundus,f,ANTI,T62,pan trap,7/7/2021,warm season-multi,NA
ANTI 12,Halictus rubicundus,f,ANTI,T63,pan trap,7/27/2022,warm season-multi,NA
ANTI 32,Halictus rubicundus,m,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Halictus rubicundus,m,ANTI,net,hand net,6/23/2021,warm season-multi,NA
ANTI 32,Halictus rubicundus,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 36,Halictus rubicundus,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Halictus rubicundus,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 38,Halictus rubicundus,f,ANTI,T2,pan trap,7/20/2021,warm season-multi,NA
ANTI 4,Halictus rubicundus,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 4,Halictus rubicundus,f,ANTI,T175,pan trap,6/29/2022,cool season-pasture,NA
ANTI 7,Halictus rubicundus,f,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
ANTI 7,Halictus rubicundus,m,ANTI,net,hand net,7/20/2021,cool season-pasture,NA
ANTI 8,Halictus rubicundus,m,ANTI,T44,pan trap,7/13/2021,cool season-pasture,NA
ANTI 8,Halictus rubicundus,f,ANTI,T45,pan trap,5/26/2022,cool season-pasture,NA
ANTI 8,Halictus rubicundus,m,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
CHOH 0,Halictus rubicundus,f,CHOH,T111,pan trap,7/13/2021,cool season-hay,NA
CHOH 2,Halictus rubicundus,f,CHOH,T117,pan trap,6/15/2021,cool season-hay,NA
CHOH 8,Halictus rubicundus,f,CHOH,T215,pan trap,6/15/2021,cool season-hay,NA
MANA 1,Halictus rubicundus,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Halictus rubicundus,m,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 16,Halictus rubicundus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Halictus rubicundus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Halictus rubicundus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Halictus rubicundus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Halictus rubicundus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Halictus rubicundus,m,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Halictus rubicundus,f,MANA,T197,pan trap,7/11/2022,cool season-hay,NA
MANA 43,Halictus rubicundus,f,MANA,net,hand net,6/1/2021,warm season-multi,NA
MANA 43,Halictus rubicundus,f,MANA,T143,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Halictus rubicundus,f,MANA,T142,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Halictus rubicundus,f,MANA,T143,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Halictus rubicundus,f,MANA,net,hand net,6/27/2022,warm season-multi,NA
MANA 48,Halictus rubicundus,f,MANA,T148,pan trap,7/7/2021,warm season-multi,NA
MANA 48,Halictus rubicundus,f,MANA,T147,pan trap,7/7/2021,warm season-multi,NA
MANA 48,Halictus rubicundus,m,MANA,net,hand net,7/8/2021,warm season-multi,NA
MANA 48,Halictus rubicundus,m,MANA,net,hand net,7/12/2022,warm season-multi,NA
MANA 49,Halictus rubicundus,f,MANA,T158,pan trap,5/31/2022,warm season-multi,NA
MANA 49,Halictus rubicundus,m,MANA,net,hand net,7/25/2022,warm season-multi,NA
MANA 61,Halictus rubicundus,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Halictus rubicundus,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MONO 149,Halictus rubicundus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,NA
MONO 149,Halictus rubicundus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,NA
MONO 149,Halictus rubicundus,f,MONO,T68,pan trap,5/20/2021,warm season-multi,NA
MONO 56,Halictus rubicundus,f,MONO,T92,pan trap,6/24/2021,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,T91,pan trap,6/24/2021,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,T92,pan trap,6/24/2021,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,net,hand net,6/25/2021,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,net,hand net,6/25/2021,cool season-pasture,NA
MONO 56,Halictus rubicundus,m,MONO,net,hand net,6/25/2021,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,T85,pan trap,7/5/2022,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 56,Halictus rubicundus,m,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 56,Halictus rubicundus,f,MONO,net,hand net,7/6/2022,cool season-pasture,NA
MONO 58,Halictus rubicundus,f,MONO,T79,pan trap,6/24/2021,cool season-hay,NA
MONO 77,Halictus rubicundus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 77,Halictus rubicundus,f,MONO,T97,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Halictus rubicundus,f,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Halictus rubicundus,f,MONO,T100,pan trap,6/17/2021,cool season-pasture,NA
MONO 77,Halictus rubicundus,f,MONO,T103,pan trap,6/13/2022,cool season-pasture,NA
MONO 94,Halictus rubicundus,f,MONO,net,hand net,6/17/2021,cool season-pasture,NA
MONO 94,Halictus rubicundus,m,MONO,net,hand net,7/5/2022,cool season-pasture,NA
MONO 58,Heriades carinata,m,MONO,net,hand net,6/6/2022,cool season-hay,NA
ANTI 17,Heriades variolosa,m,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 32,Hoplitis pilosifrons,f,ANTI,net,hand net,6/8/2022,warm season-multi,NA
MANA 0,Hoplitis pilosifrons,f,MANA,net,hand net,6/1/2022,cool season-hay,NA
ANTI 36,Hylaeus mesillae,f,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Hylaeus mesillae,m,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Hylaeus mesillae,f,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Hylaeus mesillae,m,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Hylaeus mesillae,m,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Hylaeus mesillae,f,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 38,Hylaeus mesillae,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 38,Hylaeus mesillae,m,ANTI,net,hand net,8/10/2022,warm season-multi,NA
ANTI 8,Hylaeus mesillae,f,ANTI,net,hand net,7/9/2021,cool season-pasture,NA
MANA 1,Hylaeus mesillae,m,MANA,net,hand net,6/28/2022,cool season-hay,NA
MANA 16,Hylaeus mesillae,f,MANA,net,hand net,7/12/2022,cool season-hay,NA
ANTI 36,Hylaeus modestus,m,ANTI,net,hand net,7/14/2022,warm season-multi,NA
ANTI 36,Hylaeus modestus,m,ANTI,net,hand net,7/14/2022,warm season-multi,NA
MANA 16,Hylaeus modestus,m,MANA,net,hand net,7/12/2022,cool season-hay,NA
MONO 58,Hylaeus modestus,m,MONO,net,hand net,8/1/2022,cool season-hay,NA
CHOH 0,Lasioglossum abanci,f,CHOH,T110,pan trap,7/13/2021,cool season-hay,NA
ANTI 1,Lasioglossum admirandum,f,ANTI,net,hand net,8/24/2021,cool season-pasture,NA
ANTI 1,Lasioglossum admirandum,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Lasioglossum admirandum,f,ANTI,net,hand net,8/4/2022,cool season-pasture,NA
ANTI 10,Lasioglossum admirandum,f,ANTI,net,hand net,8/4/2022,cool season-hay,NA
ANTI 17,Lasioglossum admirandum,f,ANTI,net,hand net,7/20/2021,cool season-hay,NA
ANTI 17,Lasioglossum admirandum,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum admirandum,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum admirandum,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 32,Lasioglossum admirandum,f,ANTI,net,hand net,8/11/2021,warm season-multi,NA
ANTI 33,Lasioglossum admirandum,f,ANTI,T19,pan trap,7/27/2022,warm season-multi,NA
ANTI 33,Lasioglossum admirandum,f,ANTI,T20,pan trap,7/27/2022,warm season-multi,NA
ANTI 36,Lasioglossum admirandum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum admirandum,f,ANTI,T7,pan trap,7/14/2022,warm season-multi,NA
ANTI 37,Lasioglossum admirandum,f,ANTI,T5,pan trap,6/29/2021,warm season-multi,NA
ANTI 38,Lasioglossum admirandum,f,ANTI,T1,pan trap,6/29/2022,warm season-multi,NA
ANTI 5,Lasioglossum admirandum,f,ANTI,net,hand net,7/28/2021,cool season-hay,NA
ANTI 5,Lasioglossum admirandum,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum admirandum,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum admirandum,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum admirandum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 8,Lasioglossum admirandum,f,ANTI,net,hand net,7/14/2022,cool season-pasture,NA
CHOH 2,Lasioglossum admirandum,f,CHOH,T115,pan trap,8/4/2021,cool season-hay,NA
CHOH 2,Lasioglossum admirandum,f,CHOH,net,hand net,8/5/2021,cool season-hay,NA
CHOH 8,Lasioglossum admirandum,f,CHOH,T213,pan trap,6/15/2021,cool season-hay,NA
CHOH 8,Lasioglossum admirandum,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,net,hand net,7/15/2021,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T135,pan trap,7/15/2021,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T136,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 1,Lasioglossum admirandum,f,MANA,T136,pan trap,8/8/2022,cool season-hay,NA
MANA 16,Lasioglossum admirandum,f,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 16,Lasioglossum admirandum,f,MANA,net,hand net,7/16/2021,cool season-hay,NA
MANA 21,Lasioglossum admirandum,f,MANA,T202,pan trap,5/25/2021,cool season-hay,NA
MANA 21,Lasioglossum admirandum,f,MANA,net,hand net,7/26/2021,cool season-hay,NA
MANA 43,Lasioglossum admirandum,f,MANA,net,hand net,7/26/2021,warm season-multi,NA
MANA 43,Lasioglossum admirandum,f,MANA,net,hand net,7/26/2021,warm season-multi,NA
MANA 48,Lasioglossum admirandum,f,MANA,T147,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum admirandum,f,MANA,net,hand net,7/1/2021,warm season-multi,NA
MANA 57,Lasioglossum admirandum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum admirandum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 57,Lasioglossum admirandum,f,MANA,net,hand net,8/22/2022,warm season-multi,NA
MANA 57,Lasioglossum admirandum,f,MANA,net,hand net,8/22/2022,warm season-multi,NA
MANA 61,Lasioglossum admirandum,f,MANA,T204,pan trap,6/1/2021,warm season-multi,NA
MANA 61,Lasioglossum admirandum,f,MANA,net,hand net,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum admirandum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum admirandum,f,MANA,T206,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum admirandum,f,MANA,T203,pan trap,6/27/2022,warm season-multi,NA
MANA 61,Lasioglossum admirandum,f,MANA,net,hand net,6/28/2022,warm season-multi,NA
MONO 26,Lasioglossum admirandum,f,MONO,net,hand net,7/22/2021,cool season-hay,NA
MONO 77,Lasioglossum admirandum,f,MONO,net,hand net,8/9/2021,cool season-pasture,NA
MONO 77,Lasioglossum admirandum,f,MONO,net,hand net,8/9/2021,cool season-pasture,NA
MONO 94,Lasioglossum admirandum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
MONO 94,Lasioglossum admirandum,f,MONO,T105,pan trap,6/17/2021,cool season-pasture,NA
ANTI 1,Lasioglossum albipenne,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Lasioglossum albipenne,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Lasioglossum albipenne,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 3,Lasioglossum bruneri,f,ANTI,T34,pan trap,7/13/2022,cool season-pasture,NA
ANTI 32,Lasioglossum bruneri,f,ANTI,T18,pan trap,6/8/2022,warm season-multi,NA
MANA 21,Lasioglossum bruneri,f,MANA,T201,pan trap,5/25/2021,cool season-hay,NA
MANA 21,Lasioglossum bruneri,f,MANA,T201,pan trap,8/8/2022,cool season-hay,NA
MANA 21,Lasioglossum bruneri,f,MANA,T201,pan trap,8/8/2022,cool season-hay,NA
MANA 43,Lasioglossum bruneri,f,MANA,T143,pan trap,7/26/2021,warm season-multi,NA
MANA 43,Lasioglossum bruneri,f,MANA,T143,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum bruneri,f,MANA,T205,pan trap,8/18/2022,warm season-multi,NA
MONO 94,Lasioglossum bruneri,f,MONO,T106,pan trap,7/5/2022,cool season-pasture,NA
ANTI 1,Lasioglossum callidum,f,ANTI,T37,pan trap,8/24/2021,cool season-pasture,NA
ANTI 1,Lasioglossum callidum,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Lasioglossum callidum,f,ANTI,T42,pan trap,6/21/2022,cool season-pasture,NA
ANTI 1,Lasioglossum callidum,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Lasioglossum callidum,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 1,Lasioglossum callidum,f,ANTI,T41,pan trap,8/3/2022,cool season-pasture,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T30,pan trap,6/21/2022,cool season-hay,NA
ANTI 10,Lasioglossum callidum,f,ANTI,T29,pan trap,8/3/2022,cool season-hay,NA
ANTI 11,Lasioglossum callidum,f,ANTI,T22,pan trap,5/26/2022,cool season-hay,NA
ANTI 12,Lasioglossum callidum,f,ANTI,T63,pan trap,7/7/2021,warm season-multi,NA
ANTI 12,Lasioglossum callidum,f,ANTI,T63,pan trap,7/7/2021,warm season-multi,NA
ANTI 12,Lasioglossum callidum,f,ANTI,T63,pan trap,7/27/2022,warm season-multi,NA
ANTI 12,Lasioglossum callidum,f,ANTI,T63,pan trap,7/27/2022,warm season-multi,NA
ANTI 17,Lasioglossum callidum,f,ANTI,T27,pan trap,7/20/2021,cool season-hay,NA
ANTI 17,Lasioglossum callidum,f,ANTI,net,hand net,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum callidum,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum callidum,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum callidum,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 17,Lasioglossum callidum,f,ANTI,T27,pan trap,7/13/2022,cool season-hay,NA
ANTI 21,Lasioglossum callidum,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum callidum,f,ANTI,T167,pan trap,8/2/2021,cool season-hay,NA
ANTI 21,Lasioglossum callidum,f,ANTI,T165,pan trap,5/25/2022,cool season-hay,NA
ANTI 21,Lasioglossum callidum,f,ANTI,T165,pan trap,5/25/2022,cool season-hay,NA
ANTI 21,Lasioglossum callidum,f,ANTI,T165,pan trap,5/25/2022,cool season-hay,NA
ANTI 3,Lasioglossum callidum,f,ANTI,T34,pan trap,6/8/2021,cool season-pasture,NA
ANTI 3,Lasioglossum callidum,f,ANTI,net,hand net,7/28/2021,cool season-pasture,NA
ANTI 3,Lasioglossum callidum,f,ANTI,T34,pan trap,7/13/2022,cool season-pasture,NA
ANTI 32,Lasioglossum callidum,f,ANTI,T16,pan trap,6/23/2021,warm season-multi,NA
ANTI 32,Lasioglossum callidum,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum callidum,f,ANTI,T13,pan trap,8/11/2021,warm season-multi,NA
ANTI 32,Lasioglossum callidum,f,ANTI,T12,pan trap,6/8/2022,warm season-multi,NA
ANTI 33,Lasioglossum callidum,f,ANTI,T20,pan trap,7/27/2022,warm season-multi,NA
ANTI 36,Lasioglossum callidum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum callidum,f,ANTI,T8,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum callidum,f,ANTI,T7,pan trap,6/8/2021,warm season-multi,NA
ANTI 36,Lasioglossum callidum,f,ANTI,T7,pan trap,5/26/2022,warm season-multi,NA
ANTI 36,Lasioglossum callidum,f,ANTI,T7,pan trap,5/26/2022,warm season-multi,NA
ANTI 36,Lasioglossum callidum,f,ANTI,T7,pan trap,5/26/2022,warm season-multi,NA
ANTI 37,Lasioglossum callidum,f,ANTI,T4,pan trap,8/24/2021,warm season-multi,NA
ANTI 37,Lasioglossum callidum,f,ANTI,T4,pan trap,8/24/2021,warm season-multi,NA
ANTI 38,Lasioglossum callidum,f,ANTI,net,hand net,7/20/2021,warm season-multi,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T172,pan trap,6/8/2021,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T170,pan trap,6/8/2021,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T171,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T172,pan trap,7/13/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 5,Lasioglossum callidum,f,ANTI,T169,pan trap,8/23/2022,cool season-hay,NA
ANTI 7,Lasioglossum callidum,f,ANTI,T51,pan trap,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum callidum,f,ANTI,T49,pan trap,6/21/2022,cool season-pasture,NA
ANTI 7,Lasioglossum callidum,f,ANTI,T51,pan trap,6/21/2022,cool season-pasture,NA
ANTI 8,Lasioglossum callidum,f,ANTI,T45,pan trap,7/13/2021,cool season-pasture,NA
CHOH 0,Lasioglossum callidum,f,CHOH,T111,pan trap,7/13/2021,cool season-hay,NA
CHOH 1_3,Lasioglossum callidum,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 1_3,Lasioglossum callidum,f,CHOH,T219,pan trap,7/18/2022,cool season-hay,NA
CHOH 2,Lasioglossum callidum,f,CHOH,T116,pan trap,6/15/2021,cool season-hay,NA
CHOH 2,Lasioglossum callidum,f,CHOH,T115,pan trap,8/4/2021,cool season-hay,NA
CHOH 8,Lasioglossum callidum,f,CHOH,T213,pan trap,8/16/2022,cool season-hay,NA
CHOH 9,Lasioglossum callidum,f,CHOH,T225,pan trap,6/14/2022,cool season-hay,NA
MANA 1,Lasioglossum callidum,f,MANA,T136,pan trap,7/15/2021,cool season-hay,NA
MANA 1,Lasioglossum callidum,f,MANA,T135,pan trap,6/27/2022,cool season-hay,NA
MANA 43,Lasioglossum callidum,f,MANA,net,hand net,6/1/2021,warm season-multi,NA
MANA 57,Lasioglossum callidum,f,MANA,T165,pan trap,7/11/2022,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T204,pan trap,6/1/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
MANA 61,Lasioglossum callidum,f,MANA,T205,pan trap,7/26/2021,warm season-multi,NA
